년월일,시,가로명,링크명,속도
2024-04-10,08,신천대로,신천대로_구간,21.5
2024-04-10,09,신천대로,신천대로_구간,32.7
2024-04-10,10,신천대로,신천대로_구간,32.4
2024-04-10,11,신천대로,신천대로_구간,37.7
2024-04-10,12,신천대로,신천대로_구간,30.0
2024-04-10,13,신천대로,신천대로_구간,34.4
2024-04-10,14,신천대로,신천대로_구간,36.3
2024-04-10,15,신천대로,신천대로_구간,35.1
2024-04-10,16,신천대로,신천대로_구간,31.3
2024-04-10,17,신천대로,신천대로_구간,23.4
2024-04-10,18,신천대로,신천대로_구간,24.4
2024-04-10,19,신천대로,신천대로_구간,31.2
2024-04-10,20,신천대로,신천대로_구간,39.5
2024-04-10,21,신천대로,신천대로_구간,41.7
2024-04-10,22,신천대로,신천대로_구간,42.7
2024-04-10,23,신천대로,신천대로_구간,45.0
2024-04-10,00,경북대로,경북대로_구간,46.3
2024-04-10,01,경북대로,경북대로_구간,47.9
2024-04-10,02,경북대로,경북대로_구간,46.3
2024-04-10,03,경북대로,경북대로_구간,46.2
2024-04-10,04,경북대로,경북대로_구간,43.2
2024-04-10,05,경북대로,경북대로_구간,42.3
2024-04-10,06,경북대로,경북대로_구간,39.1
2024-04-10,07,경북대로,경북대로_구간,27.4
2024-04-10,08,경북대로,경북대로_구간,22.8
2024-04-10,09,경북대로,경북대로_구간,28.8
2024-04-10,10,경북대로,경북대로_구간,33.3
2024-04-10,11,경북대로,경북대로_구간,35.3
2024-04-10,12,경북대로,경북대로_구간,30.8
2024-04-10,13,경북대로,경북대로_구간,35.9
2024-04-10,14,경북대로,경북대로_구간,35.2
2024-04-10,15,경북대로,경북대로_구간,34.0
2024-04-10,16,경북대로,경북대로_구간,30.9
2024-04-10,17,경북대로,경북대로_구간,22.8
2024-04-10,18,경북대로,경북대로_구간,26.2
2024-04-10,19,경북대로,경북대로_구간,31.8
2024-04-10,20,경북대로,경북대로_구간,37.2
2024-04-10,21,경북대로,경북대로_구간,41.9
2024-04-10,22,경북대로,경북대로_구간,42.0
2024-04-10,23,경북대로,경북대로_구간,44.4
2024-04-10,00,신천동로,신천동로_구간,45.6
2024-04-10,01,신천동로,신천동로_구간,45.2
2024-04-10,02,신천동로,신천동로_구간,46.7
2024-04-10,03,신천동로,신천동로_구간,43.4
2024-04-10,04,신천동로,신천동로_구간,43.3
2024-04-10,05,신천동로,신천동로_구간,44.3
2024-04-10,06,신천동로,신천동로_구간,37.4
2024-04-10,07,신천동로,신천동로_구간,29.3
2024-04-10,08,신천동로,신천동로_구간,20.3
2024-04-10,09,신천동로,신천동로_구간,29.6
2024-04-10,10,신천동로,신천동로_구간,32.3
2024-04-10,11,신천동로,신천동로_구간,35.4
2024-04-10,12,신천동로,신천동로_구간,34.5
2024-04-10,13,신천동로,신천동로_구간,31.9
2024-04-10,14,신천동로,신천동로_구간,36.8
2024-04-10,15,신천동로,신천동로_구간,34.4
2024-04-10,16,신천동로,신천동로_구간,28.9
2024-04-10,17,신천동로,신천동로_구간,19.4
2024-04-10,18,신천동로,신천동로_구간,25.1
2024-04-10,19,신천동로,신천동로_구간,31.0
2024-04-10,20,신천동로,신천동로_구간,38.4
2024-04-10,21,신천동로,신천동로_구간,42.0
2024-04-10,22,신천동로,신천동로_구간,47.9
2024-04-10,23,신천동로,신천동로_구간,46.6
2024-04-10,00,국채보상로,국채보상로_구간,42.2
2024-04-10,01,국채보상로,국채보상로_구간,43.3
2024-04-10,02,국채보상로,국채보상로_구간,42.4
2024-04-10,03,국채보상로,국채보상로_구간,43.4
2024-04-10,04,국채보상로,국채보상로_구간,41.5
2024-04-10,05,국채보상로,국채보상로_구간,38.6
2024-04-10,06,국채보상로,국채보상로_구간,36.6
2024-04-10,07,국채보상로,국채보상로_구간,21.9
2024-04-10,08,국채보상로,국채보상로_구간,16.8
2024-04-10,09,국채보상로,국채보상로_구간,24.3
2024-04-10,10,국채보상로,국채보상로_구간,29.3
2024-04-10,11,국채보상로,국채보상로_구간,29.5
2024-04-10,12,국채보상로,국채보상로_구간,30.1
2024-04-10,13,국채보상로,국채보상로_구간,30.6
2024-04-10,14,국채보상로,국채보상로_구간,29.4
2024-04-10,15,국채보상로,국채보상로_구간,28.2
2024-04-10,16,국채보상로,국채보상로_구간,26.6
2024-04-10,17,국채보상로,국채보상로_구간,19.5
2024-04-10,18,국채보상로,국채보상로_구간,24.6
2024-04-10,19,국채보상로,국채보상로_구간,33.2
2024-04-10,20,국채보상로,국채보상로_구간,34.7
2024-04-10,21,국채보상로,국채보상로_구간,36.2
2024-04-10,22,국채보상로,국채보상로_구간,37.2
2024-04-10,23,국채보상로,국채보상로_구간,43.5
2024-04-10,00,중앙고속도로,중앙고속도로_구간,52.5
2024-04-10,01,중앙고속도로,중앙고속도로_구간,52.3
2024-04-10,02,중앙고속도로,중앙고속도로_구간,50.9
2024-04-10,03,중앙고속도로,중앙고속도로_구간,50.7
2024-04-10,04,중앙고속도로,중앙고속도로_구간,51.9
2024-04-10,05,중앙고속도로,중앙고속도로_구간,48.3
2024-04-10,06,중앙고속도로,중앙고속도로_구간,43.7
2024-04-10,07,중앙고속도로,중앙고속도로_구간,32.1
2024-04-10,08,중앙고속도로,중앙고속도로_구간,25.0
2024-04-10,09,중앙고속도로,중앙고속도로_구간,35.1
2024-04-10,10,중앙고속도로,중앙고속도로_구간,39.9
2024-04-10,11,중앙고속도로,중앙고속도로_구간,45.2
2024-04-10,12,중앙고속도로,중앙고속도로_구간,39.2
2024-04-10,13,중앙고속도로,중앙고속도로_구간,42.8
2024-04-10,14,중앙고속도로,중앙고속도로_구간,41.1
2024-04-10,15,중앙고속도로,중앙고속도로_구간,37.9
2024-04-10,16,중앙고속도로,중앙고속도로_구간,34.3
2024-04-10,17,중앙고속도로,중앙고속도로_구간,26.7
2024-04-10,18,중앙고속도로,중앙고속도로_구간,34.8
2024-04-10,19,중앙고속도로,중앙고속도로_구간,36.5
2024-04-10,20,중앙고속도로,중앙고속도로_구간,45.5
2024-04-10,21,중앙고속도로,중앙고속도로_구간,46.4
2024-04-10,22,중앙고속도로,중앙고속도로_구간,52.7
2024-04-10,23,중앙고속도로,중앙고속도로_구간,53.7
2024-04-10,00,동부로,동부로_구간,47.7
2024-04-10,01,동부로,동부로_구간,46.9
2024-04-10,02,동부로,동부로_구간,44.8
2024-04-10,03,동부로,동부로_구간,45.8
2024-04-10,04,동부로,동부로_구간,43.2
2024-04-10,05,동부로,동부로_구간,39.8
2024-04-10,06,동부로,동부로_구간,35.7
2024-04-10,07,동부로,동부로_구간,28.3
2024-04-10,08,동부로,동부로_구간,24.8
2024-04-10,09,동부로,동부로_구간,30.3
2024-04-10,10,동부로,동부로_구간,33.8
2024-04-10,11,동부로,동부로_구간,36.5
2024-04-10,12,동부로,동부로_구간,35.4
2024-04-10,13,동부로,동부로_구간,35.4
2024-04-10,14,동부로,동부로_구간,35.3
2024-04-10,15,동부로,동부로_구간,36.0
2024-04-10,16,동부로,동부로_구간,30.8
2024-04-10,17,동부로,동부로_구간,24.8
2024-04-10,18,동부로,동부로_구간,25.3
2024-04-10,19,동부로,동부로_구간,29.8
2024-04-10,20,동부로,동부로_구간,35.5
2024-04-10,21,동부로,동부로_구간,45.0
2024-04-10,22,동부로,동부로_구간,48.1
2024-04-10,23,동부로,동부로_구간,46.7
2024-04-10,00,경부고속도로,경부고속도로_구간,53.3
2024-04-10,01,경부고속도로,경부고속도로_구간,55.6
2024-04-10,02,경부고속도로,경부고속도로_구간,50.0
2024-04-10,03,경부고속도로,경부고속도로_구간,49.4
2024-04-10,04,경부고속도로,경부고속도로_구간,51.2
2024-04-10,05,경부고속도로,경부고속도로_구간,47.3
2024-04-10,06,경부고속도로,경부고속도로_구간,44.0
2024-04-10,07,경부고속도로,경부고속도로_구간,33.7
2024-04-10,08,경부고속도로,경부고속도로_구간,28.6
2024-04-10,09,경부고속도로,경부고속도로_구간,38.5
2024-04-10,10,경부고속도로,경부고속도로_구간,40.2
2024-04-10,11,경부고속도로,경부고속도로_구간,43.2
2024-04-10,12,경부고속도로,경부고속도로_구간,35.3
2024-04-10,13,경부고속도로,경부고속도로_구간,40.9
2024-04-10,14,경부고속도로,경부고속도로_구간,40.5
2024-04-10,15,경부고속도로,경부고속도로_구간,37.8
2024-04-10,16,경부고속도로,경부고속도로_구간,34.4
2024-04-10,17,경부고속도로,경부고속도로_구간,27.4
2024-04-10,18,경부고속도로,경부고속도로_구간,32.6
2024-04-10,19,경부고속도로,경부고속도로_구간,35.6
2024-04-10,20,경부고속도로,경부고속도로_구간,44.1
2024-04-10,21,경부고속도로,경부고속도로_구간,47.1
2024-04-10,22,경부고속도로,경부고속도로_구간,50.4
2024-04-10,23,경부고속도로,경부고속도로_구간,54.8
2024-04-10,00,칠곡중앙대로,칠곡중앙대로_구간,45.0
2024-04-10,01,칠곡중앙대로,칠곡중앙대로_구간,45.4
2024-04-10,02,칠곡중앙대로,칠곡중앙대로_구간,41.7
2024-04-10,03,칠곡중앙대로,칠곡중앙대로_구간,39.7
2024-04-10,04,칠곡중앙대로,칠곡중앙대로_구간,39.6
2024-04-10,05,칠곡중앙대로,칠곡중앙대로_구간,38.4
2024-04-10,06,칠곡중앙대로,칠곡중앙대로_구간,34.3
2024-04-10,07,칠곡중앙대로,칠곡중앙대로_구간,22.0
2024-04-10,08,칠곡중앙대로,칠곡중앙대로_구간,18.2
2024-04-10,09,칠곡중앙대로,칠곡중앙대로_구간,26.4
2024-04-10,10,칠곡중앙대로,칠곡중앙대로_구간,34.5
2024-04-10,11,칠곡중앙대로,칠곡중앙대로_구간,35.4
2024-04-10,12,칠곡중앙대로,칠곡중앙대로_구간,27.5
2024-04-10,13,칠곡중앙대로,칠곡중앙대로_구간,30.5
2024-04-10,14,칠곡중앙대로,칠곡중앙대로_구간,29.4
2024-04-10,15,칠곡중앙대로,칠곡중앙대로_구간,28.9
2024-04-10,16,칠곡중앙대로,칠곡중앙대로_구간,26.6
2024-04-10,17,칠곡중앙대로,칠곡중앙대로_구간,20.2
2024-04-10,18,칠곡중앙대로,칠곡중앙대로_구간,19.7
2024-04-10,19,칠곡중앙대로,칠곡중앙대로_구간,26.8
2024-04-10,20,칠곡중앙대로,칠곡중앙대로_구간,30.1
2024-04-10,21,칠곡중앙대로,칠곡중앙대로_구간,37.7
2024-04-10,22,칠곡중앙대로,칠곡중앙대로_구간,39.1
2024-04-10,23,칠곡중앙대로,칠곡중앙대로_구간,42.0
2024-04-10,00,중부내륙고속도로지선,중부내륙고속도로지선_구간,52.4
2024-04-10,01,중부내륙고속도로지선,중부내륙고속도로지선_구간,52.8
2024-04-10,02,중부내륙고속도로지선,중부내륙고속도로지선_구간,48.8
2024-04-10,03,중부내륙고속도로지선,중부내륙고속도로지선_구간,48.4
2024-04-10,04,중부내륙고속도로지선,중부내륙고속도로지선_구간,53.8
2024-04-10,05,중부내륙고속도로지선,중부내륙고속도로지선_구간,45.7
2024-04-10,06,중부내륙고속도로지선,중부내륙고속도로지선_구간,42.0
2024-04-10,07,중부내륙고속도로지선,중부내륙고속도로지선_구간,37.3
2024-04-10,08,중부내륙고속도로지선,중부내륙고속도로지선_구간,33.2
2024-04-10,09,중부내륙고속도로지선,중부내륙고속도로지선_구간,33.9
2024-04-10,10,중부내륙고속도로지선,중부내륙고속도로지선_구간,39.3
2024-04-10,11,중부내륙고속도로지선,중부내륙고속도로지선_구간,42.6
2024-04-10,12,중부내륙고속도로지선,중부내륙고속도로지선_구간,42.1
2024-04-10,13,중부내륙고속도로지선,중부내륙고속도로지선_구간,39.2
2024-04-10,14,중부내륙고속도로지선,중부내륙고속도로지선_구간,41.6
2024-04-10,15,중부내륙고속도로지선,중부내륙고속도로지선_구간,41.4
2024-04-10,16,중부내륙고속도로지선,중부내륙고속도로지선_구간,36.8
2024-04-10,17,중부내륙고속도로지선,중부내륙고속도로지선_구간,27.3
2024-04-10,18,중부내륙고속도로지선,중부내륙고속도로지선_구간,30.8
2024-04-10,19,중부내륙고속도로지선,중부내륙고속도로지선_구간,35.5
2024-04-10,20,중부내륙고속도로지선,중부내륙고속도로지선_구간,43.6
2024-04-10,21,중부내륙고속도로지선,중부내륙고속도로지선_구간,47.5
2024-04-10,22,중부내륙고속도로지선,중부내륙고속도로지선_구간,51.4
2024-04-10,23,중부내륙고속도로지선,중부내륙고속도로지선_구간,52.0
2024-04-10,00,상주영천고속도로,상주영천고속도로_구간,54.8
2024-04-10,01,상주영천고속도로,상주영천고속도로_구간,54.8
2024-04-10,02,상주영천고속도로,상주영천고속도로_구간,52.3
2024-04-10,03,상주영천고속도로,상주영천고속도로_구간,51.6
2024-04-10,04,상주영천고속도로,상주영천고속도로_구간,50.1
2024-04-10,05,상주영천고속도로,상주영천고속도로_구간,48.0
2024-04-10,06,상주영천고속도로,상주영천고속도로_구간,42.7
2024-04-10,07,상주영천고속도로,상주영천고속도로_구간,34.6
2024-04-10,08,상주영천고속도로,상주영천고속도로_구간,27.8
2024-04-10,09,상주영천고속도로,상주영천고속도로_구간,39.8
2024-04-10,10,상주영천고속도로,상주영천고속도로_구간,42.8
2024-04-10,11,상주영천고속도로,상주영천고속도로_구간,42.7
2024-04-10,12,상주영천고속도로,상주영천고속도로_구간,37.6
2024-04-10,13,상주영천고속도로,상주영천고속도로_구간,39.0
2024-04-10,14,상주영천고속도로,상주영천고속도로_구간,44.1
2024-04-10,15,상주영천고속도로,상주영천고속도로_구간,40.5
2024-04-10,16,상주영천고속도로,상주영천고속도로_구간,36.9
2024-04-10,17,상주영천고속도로,상주영천고속도로_구간,24.9
2024-04-10,18,상주영천고속도로,상주영천고속도로_구간,32.7
2024-04-10,19,상주영천고속도로,상주영천고속도로_구간,38.8
2024-04-10,20,상주영천고속도로,상주영천고속도로_구간,42.0
2024-04-10,21,상주영천고속도로,상주영천고속도로_구간,47.2
2024-04-10,22,상주영천고속도로,상주영천고속도로_구간,51.5
2024-04-10,23,상주영천고속도로,상주영천고속도로_구간,53.1
2024-04-10,00,범안로,범안로_구간,47.5
2024-04-10,01,범안로,범안로_구간,46.8
2024-04-10,02,범안로,범안로_구간,45.5
2024-04-10,03,범안로,범안로_구간,45.3
2024-04-10,04,범안로,범안로_구간,46.6
2024-04-10,05,범안로,범안로_구간,37.4
2024-04-10,06,범안로,범안로_구간,37.6
2024-04-10,07,범안로,범안로_구간,28.3
2024-04-10,08,범안로,범안로_구간,22.5
2024-04-10,09,범안로,범안로_구간,29.3
2024-04-10,10,범안로,범안로_구간,30.8
2024-04-10,11,범안로,범안로_구간,36.6
2024-04-10,12,범안로,범안로_구간,36.1
2024-04-10,13,범안로,범안로_구간,32.2
2024-04-10,14,범안로,범안로_구간,37.6
2024-04-10,15,범안로,범안로_구간,33.4
2024-04-10,16,범안로,범안로_구간,29.9
2024-04-10,17,범안로,범안로_구간,20.1
2024-04-10,18,범안로,범안로_구간,24.4
2024-04-10,19,범안로,범안로_구간,34.3
2024-04-10,20,범안로,범안로_구간,39.0
2024-04-10,21,범안로,범안로_구간,45.1
2024-04-10,22,범안로,범안로_구간,47.1
2024-04-10,23,범안로,범안로_구간,47.8
2024-04-10,00,중앙대로,중앙대로_구간,47.1
2024-04-10,01,중앙대로,중앙대로_구간,43.8
2024-04-10,02,중앙대로,중앙대로_구간,43.5
2024-04-10,03,중앙대로,중앙대로_구간,40.5
2024-04-10,04,중앙대로,중앙대로_구간,40.1
2024-04-10,05,중앙대로,중앙대로_구간,36.7
2024-04-10,06,중앙대로,중앙대로_구간,35.8
2024-04-10,07,중앙대로,중앙대로_구간,21.9
2024-04-10,08,중앙대로,중앙대로_구간,19.4
2024-04-10,09,중앙대로,중앙대로_구간,25.7
2024-04-10,10,중앙대로,중앙대로_구간,32.1
2024-04-10,11,중앙대로,중앙대로_구간,33.4
2024-04-10,12,중앙대로,중앙대로_구간,32.3
2024-04-10,13,중앙대로,중앙대로_구간,32.3
2024-04-10,14,중앙대로,중앙대로_구간,29.2
2024-04-10,15,중앙대로,중앙대로_구간,29.9
2024-04-10,16,중앙대로,중앙대로_구간,23.9
2024-04-10,17,중앙대로,중앙대로_구간,17.1
2024-04-10,18,중앙대로,중앙대로_구간,23.7
2024-04-10,19,중앙대로,중앙대로_구간,29.1
2024-04-10,20,중앙대로,중앙대로_구간,32.7
2024-04-10,21,중앙대로,중앙대로_구간,36.2
2024-04-10,22,중앙대로,중앙대로_구간,41.1
2024-04-10,23,중앙대로,중앙대로_구간,40.8
2024-04-10,00,안심로,안심로_구간,46.8
2024-04-10,01,안심로,안심로_구간,47.6
2024-04-10,02,안심로,안심로_구간,48.1
2024-04-10,03,안심로,안심로_구간,46.1
2024-04-10,04,안심로,안심로_구간,39.9
2024-04-10,05,안심로,안심로_구간,42.5
2024-04-10,06,안심로,안심로_구간,38.1
2024-04-10,07,안심로,안심로_구간,28.7
2024-04-10,08,안심로,안심로_구간,24.9
2024-04-10,09,안심로,안심로_구간,26.3
2024-04-10,10,안심로,안심로_구간,32.9
2024-04-10,11,안심로,안심로_구간,37.1
2024-04-10,12,안심로,안심로_구간,30.2
2024-04-10,13,안심로,안심로_구간,37.7
2024-04-10,14,안심로,안심로_구간,36.7
2024-04-10,15,안심로,안심로_구간,35.5
2024-04-10,16,안심로,안심로_구간,29.0
2024-04-10,17,안심로,안심로_구간,23.5
2024-04-10,18,안심로,안심로_구간,26.9
2024-04-10,19,안심로,안심로_구간,32.4
2024-04-10,20,안심로,안심로_구간,38.4
2024-04-10,21,안심로,안심로_구간,42.5
2024-04-10,22,안심로,안심로_구간,43.4
2024-04-10,23,안심로,안심로_구간,46.7
2024-04-10,00,앞산순환로,앞산순환로_구간,47.7
2024-04-10,01,앞산순환로,앞산순환로_구간,47.7
2024-04-10,02,앞산순환로,앞산순환로_구간,47.8
2024-04-10,03,앞산순환로,앞산순환로_구간,43.1
2024-04-10,04,앞산순환로,앞산순환로_구간,43.8
2024-04-10,05,앞산순환로,앞산순환로_구간,44.7
2024-04-10,06,앞산순환로,앞산순환로_구간,36.7
2024-04-10,07,앞산순환로,앞산순환로_구간,26.5
2024-04-10,08,앞산순환로,앞산순환로_구간,22.4
2024-04-10,09,앞산순환로,앞산순환로_구간,31.5
2024-04-10,10,앞산순환로,앞산순환로_구간,34.0
2024-04-10,11,앞산순환로,앞산순환로_구간,38.4
2024-04-10,12,앞산순환로,앞산순환로_구간,34.5
2024-04-10,13,앞산순환로,앞산순환로_구간,36.5
2024-04-10,14,앞산순환로,앞산순환로_구간,37.0
2024-04-10,15,앞산순환로,앞산순환로_구간,38.2
2024-04-10,16,앞산순환로,앞산순환로_구간,29.6
2024-04-10,17,앞산순환로,앞산순환로_구간,18.4
2024-04-10,18,앞산순환로,앞산순환로_구간,27.9
2024-04-10,19,앞산순환로,앞산순환로_구간,31.2
2024-04-10,20,앞산순환로,앞산순환로_구간,38.2
2024-04-10,21,앞산순환로,앞산순환로_구간,44.4
2024-04-10,22,앞산순환로,앞산순환로_구간,42.1
2024-04-10,23,앞산순환로,앞산순환로_구간,44.7
2024-04-10,00,달서대로,달서대로_구간,45.1
2024-04-10,01,달서대로,달서대로_구간,45.6
2024-04-10,02,달서대로,달서대로_구간,46.8
2024-04-10,03,달서대로,달서대로_구간,45.9
2024-04-10,04,달서대로,달서대로_구간,44.5
2024-04-10,05,달서대로,달서대로_구간,39.5
2024-04-10,06,달서대로,달서대로_구간,33.8
2024-04-10,07,달서대로,달서대로_구간,28.1
2024-04-10,08,달서대로,달서대로_구간,21.2
2024-04-10,09,달서대로,달서대로_구간,30.8
2024-04-10,10,달서대로,달서대로_구간,35.3
2024-04-10,11,달서대로,달서대로_구간,36.2
2024-04-10,12,달서대로,달서대로_구간,34.4
2024-04-10,13,달서대로,달서대로_구간,35.4
2024-04-10,14,달서대로,달서대로_구간,37.0
2024-04-10,15,달서대로,달서대로_구간,32.7
2024-04-10,16,달서대로,달서대로_구간,29.7
2024-04-10,17,달서대로,달서대로_구간,22.4
2024-04-10,18,달서대로,달서대로_구간,26.5
2024-04-10,19,달서대로,달서대로_구간,31.3
2024-04-10,20,달서대로,달서대로_구간,38.9
2024-04-10,21,달서대로,달서대로_구간,41.5
2024-04-10,22,달서대로,달서대로_구간,44.8
2024-04-10,23,달서대로,달서대로_구간,48.5
2024-04-10,00,동북로,동북로_구간,44.4
2024-04-10,01,동북로,동북로_구간,44.7
2024-04-10,02,동북로,동북로_구간,43.3
2024-04-10,03,동북로,동북로_구간,40.8
2024-04-10,04,동북로,동북로_구간,42.8
2024-04-10,05,동북로,동북로_구간,43.3
2024-04-10,06,동북로,동북로_구간,37.5
2024-04-10,07,동북로,동북로_구간,28.4
2024-04-10,08,동북로,동북로_구간,24.0
2024-04-10,09,동북로,동북로_구간,32.4
2024-04-10,10,동북로,동북로_구간,33.9
2024-04-10,11,동북로,동북로_구간,38.4
2024-04-10,12,동북로,동북로_구간,33.2
2024-04-10,13,동북로,동북로_구간,33.5
2024-04-10,14,동북로,동북로_구간,34.9
2024-04-10,15,동북로,동북로_구간,31.3
2024-04-10,16,동북로,동북로_구간,28.4
2024-04-10,17,동북로,동북로_구간,21.4
2024-04-10,18,동북로,동북로_구간,26.4
2024-04-10,19,동북로,동북로_구간,35.1
2024-04-10,20,동북로,동북로_구간,35.5
2024-04-10,21,동북로,동북로_구간,42.7
2024-04-10,22,동북로,동북로_구간,43.1
2024-04-10,23,동북로,동북로_구간,47.9
2024-04-10,00,성서공단로,성서공단로_구간,47.8
2024-04-10,01,성서공단로,성서공단로_구간,43.7
2024-04-10,02,성서공단로,성서공단로_구간,47.7
2024-04-10,03,성서공단로,성서공단로_구간,43.9
2024-04-10,04,성서공단로,성서공단로_구간,43.0
2024-04-10,05,성서공단로,성서공단로_구간,40.1
2024-04-10,06,성서공단로,성서공단로_구간,36.8
2024-04-10,07,성서공단로,성서공단로_구간,28.8
2024-04-10,08,성서공단로,성서공단로_구간,21.7
2024-04-10,09,성서공단로,성서공단로_구간,30.6
2024-04-10,10,성서공단로,성서공단로_구간,34.7
2024-04-10,11,성서공단로,성서공단로_구간,38.4
2024-04-10,12,성서공단로,성서공단로_구간,32.4
2024-04-10,13,성서공단로,성서공단로_구간,32.3
2024-04-10,14,성서공단로,성서공단로_구간,37.9
2024-04-10,15,성서공단로,성서공단로_구간,33.4
2024-04-10,16,성서공단로,성서공단로_구간,32.0
2024-04-10,17,성서공단로,성서공단로_구간,22.7
2024-04-10,18,성서공단로,성서공단로_구간,24.8
2024-04-10,19,성서공단로,성서공단로_구간,32.6
2024-04-10,20,성서공단로,성서공단로_구간,41.5
2024-04-10,21,성서공단로,성서공단로_구간,45.7
2024-04-10,22,성서공단로,성서공단로_구간,45.1
2024-04-10,23,성서공단로,성서공단로_구간,47.3
2024-04-10,00,호국로,호국로_구간,49.9
2024-04-10,01,호국로,호국로_구간,45.5
2024-04-10,02,호국로,호국로_구간,46.6
2024-04-10,03,호국로,호국로_구간,45.0
2024-04-10,04,호국로,호국로_구간,44.6
2024-04-10,05,호국로,호국로_구간,40.5
2024-04-10,06,호국로,호국로_구간,35.1
2024-04-10,07,호국로,호국로_구간,24.3
2024-04-10,08,호국로,호국로_구간,20.0
2024-04-10,09,호국로,호국로_구간,29.2
2024-04-10,10,호국로,호국로_구간,33.5
2024-04-10,11,호국로,호국로_구간,39.5
2024-04-10,12,호국로,호국로_구간,35.0
2024-04-10,13,호국로,호국로_구간,33.3
2024-04-10,14,호국로,호국로_구간,36.6
2024-04-10,15,호국로,호국로_구간,33.3
2024-04-10,16,호국로,호국로_구간,29.5
2024-04-10,17,호국로,호국로_구간,22.3
2024-04-10,18,호국로,호국로_구간,26.1
2024-04-10,19,호국로,호국로_구간,31.4
2024-04-10,20,호국로,호국로_구간,39.9
2024-04-10,21,호국로,호국로_구간,39.9
2024-04-10,22,호국로,호국로_구간,45.0
2024-04-10,23,호국로,호국로_구간,51.7
2024-04-10,00,화랑로,화랑로_구간,48.4
2024-04-10,01,화랑로,화랑로_구간,49.6
2024-04-10,02,화랑로,화랑로_구간,46.2
2024-04-10,03,화랑로,화랑로_구간,46.0
2024-04-10,04,화랑로,화랑로_구간,43.9
2024-04-10,05,화랑로,화랑로_구간,41.7
2024-04-10,06,화랑로,화랑로_구간,36.6
2024-04-10,07,화랑로,화랑로_구간,28.8
2024-04-10,08,화랑로,화랑로_구간,20.5
2024-04-10,09,화랑로,화랑로_구간,31.2
2024-04-10,10,화랑로,화랑로_구간,36.0
2024-04-10,11,화랑로,화랑로_구간,36.7
2024-04-10,12,화랑로,화랑로_구간,32.5
2024-04-10,13,화랑로,화랑로_구간,35.8
